Species,Timestep,GRO,TWD,Temperature,VPD
PISY,2015-01-12T22:00:00Z,0,140.125622,-0.875,0.278187
PISY,2015-01-12T23:00:00Z,0,140.339398,-1.125,0.265138
PISY,2015-01-13T00:00:00Z,0,140.382742,-0.75,0.286077
PISY,2015-01-13T01:00:00Z,0,140.748249,-0.625,0.28231
PISY,2015-01-13T02:00:00Z,0,141.051526,-0.625,0.273267
PISY,2015-01-13T03:00:00Z,0,141.36237,-0.625,0.293277
PISY,2015-01-13T04:00:00Z,0,141.542161,-0.625,0.290626
PISY,2015-01-13T05:00:00Z,0,142.139655,-0.25,0.317762
PISY,2015-01-13T06:00:00Z,0,142.623266,-0.25,0.320454
PISY,2015-01-13T07:00:00Z,0,142.772275,-0.375,0.319594
PISY,2015-01-13T08:00:00Z,0,143.119166,-0.875,0.293848
PISY,2015-01-13T09:00:00Z,0,142.753008,-0.375,0.324678
PISY,2015-01-13T10:00:00Z,0,142.286488,2.125,0.391233
PISY,2015-01-13T11:00:00Z,0,143.490182,3.875,0.433083
PISY,2015-01-13T12:00:00Z,0,146.142764,4.875,0.505488
PISY,2015-01-13T13:00:00Z,0,149.198033,4.875,0.585464
PISY,2015-01-13T14:00:00Z,0,153.734953,6.25,0.697784
PISY,2015-01-13T15:00:00Z,0,158.046114,6.166668,0.677571
PISY,2015-01-13T16:00:00Z,0,162.391374,4.458333,0.543287
PISY,2015-01-13T17:00:00Z,0,165.354472,3.541668,0.471598
PISY,2015-01-13T18:00:00Z,0,166.56823,3.208335,0.424231
PISY,2015-01-13T19:00:00Z,0,169.275886,3.125,0.403599
PISY,2015-01-13T20:00:00Z,0,170.027725,2.625,0.368606
PISY,2015-01-13T21:00:00Z,0,170.554273,1.75,0.327325
PISY,2015-01-13T22:00:00Z,0,171.241594,1.25,0.310332
PISY,2015-01-13T23:00:00Z,0,171.938903,0.125,0.261975
PISY,2015-01-14T00:00:00Z,0,172.390202,0.125,0.244526
PISY,2015-01-14T01:00:00Z,0,172.435423,0,0.232037
PISY,2015-01-14T02:00:00Z,0,172.577229,-0.125,0.225359
PISY,2015-01-14T03:00:00Z,0,173.014079,-0.25,0.212489
